time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
2.935290193462308239e-01,2.505941271370889512e-01,5.686162898396116550e-01,2.194709988951237811e-01,1.568035632035956306e+00,2.949046227327803416e-01,-2.900376927644161995e+00,-4.888039933335642795e-01,-9.305972983022363643e-01,-1.192880964291837653e+00,1.775797087780262018e-02,-2.028087207556179550e+00,-2.274958360567673754e+00,4.804815828826025648e-02,-1.450175613389176554e+00,-7.146451625845049449e-01,-8.841492228448788460e-01,8.585201228165161291e-01,-4.034725910832747786e+00
3.002001334222815232e-01,2.473341800973882787e-01,5.623762294062444322e-01,2.114975092292293579e-01,1.568134513297173349e+00,2.813947060738541950e-01,-2.915642919878195904e+00,-4.885505482209419048e-01,-9.401233213158581847e-01,-1.197532570090375170e+00,1.190004936596733565e-02,-2.022098853540618357e+00,-2.301741509267249519e+00,2.788468758725737295e-02,-1.405657061167982391e+00,-6.798678003760179056e-01,-8.720809416118564528e-01,9.367253680553788708e-01,-3.994611195335176834e+00
3.068712474983322225e-01,2.440754729437489556e-01,5.560736134551306220e-01,2.034937637274096822e-01,1.568194583113620144e+00,2.679264757595526403e-01,-2.931086681788865445e+00,-4.884326015093584106e-01,-9.493509895340979110e-01,-1.201951412209277370e+00,6.122131488637716501e-03,-2.015590078889755610e+00,-2.328252044753902350e+00,7.427999894358938704e-03,-1.360731093208608300e+00,-6.448640666042622094e-01,-8.601639797861315717e-01,1.014537171752608602e+00,-3.952999106142365271e+00
3.135423615743829218e-01,2.408170953272133485e-01,5.497104413106541632e-01,1.954613201550343682e-01,1.568216371838590639e+00,2.545033945957193566e-01,-2.946706361541379326e+00,-4.884520638371396828e-01,-9.582776301616110493e-01,-1.206136009694093181e+00,4.232109877012613097e-04,-2.008563609327562283e+00,-2.354480031299762466e+00,-1.330825480759978419e-02,-1.315411258089473900e+00,-6.096427251302345418e-01,-8.483973538087636879e-01,1.091925273445938815e+00,-3.909905757624692058e+00
3.202134756504336210e-01,2.375581244575929174e-01,5.432887298253064046e-01,1.874017459615978654e-01,1.568200403135327825e+00,2.411289065325210312e-01,-2.962500041381503024e+00,-4.886107542818221017e-01,-9.669006612055344174e-01,-1.210084940269849252e+00,-5.197711417672779000e-03,-2.001022371865256222e+00,-2.380415642634202023e+00,-3.431027770687411493e-02,-1.269711229089141913e+00,-5.742126037562311769e-01,-8.367799558958715078e-01,1.168859589679725808e+00,-3.865347849369157984e+00
3.268845897264843203e-01,2.342976257175407306e-01,5.368105127711918501e-01,1.793166178878586869e-01,1.568147194026313862e+00,2.278064353256654129e-01,-2.978465738378720307e+00,-4.889103993899907019e-01,-9.752175922927751595e-01,-1.213796840758697204e+00,-1.074162721131854958e-02,-1.992969493580569296e+00,-2.406049165821123381e+00,-5.556412797728726982e-02,-1.223644799801593130e+00,-5.385825915499335981e-01,-8.253105567487610816e-01,1.245310225952221295e+00,-3.819342658117640177e+00
3.335557038025350196e-01,2.310346532829449240e-01,5.302778402261761892e-01,1.712075215702520137e-01,1.568057254947970991e+00,2.145393832060251693e-01,-2.994601405195087995e+00,-4.893526322527922412e-01,-9.832260254579027192e-01,-1.217270407479650984e+00,-1.620951927865499353e-02,-1.984408300317602070e+00,-2.431371005081672809e+00,-7.705572965567120125e-02,-1.177225879708613254e+00,-5.027616361541945578e-01,-8.139878083291234301e-01,1.321247488578225493e+00,-3.771908029466102708e+00
3.402268178785857189e-01,2.277682507493372366e-01,5.236927779548792294e-01,1.630760511426964099e-01,1.567931089810640888e+00,2.013311295582036753e-01,-3.010904930879396257e+00,-4.899389916275259660e-01,-9.909236559013654411e-01,-1.220504396630341049e+00,-2.160236112399305242e-02,-1.975342315307828667e+00,-2.456371685560782669e+00,-9.877087857909416790e-02,-1.130468489710795721e+00,-4.667587410834537209e-01,-8.028102466974336160e-01,1.396641896462341714e+00,-3.723062369328651755e+00
3.468979319546364182e-01,2.244974517640053180e-01,5.170574067847086841e-01,1.549238088359134735e-01,1.567769196063726778e+00,1.881850296085565144e-01,-3.027374141686269837e+00,-4.906709211057078690e-01,-9.983082727177610138e-01,-1.223497624650686566e+00,-2.692111610698477708e-02,-1.965775257712879309e+00,-2.481041857036009102e+00,-1.206952493786342395e-01,-1.083386757618691743e+00,-4.305829630077253056e-01,-7.917762949126333494e-01,1.471464192778071389e+00,-3.672824635170490737e+00
3.535690460306871175e-01,2.212212806634991091e-01,5.103738219771366547e-01,1.467524045743821282e-01,1.567572064765860418e+00,1.751044131231965506e-01,-3.044006801919814098e+00,-4.915497683279683727e-01,-1.005377759593897524e+00,-1.226248968568409925e+00,-3.216673669861358498e-02,-1.955711041089732039e+00,-2.505372297567110884e+00,-1.428144025264778683e-01,-1.035994913605645440e+00,-3.942434090250739875e-01,-7.808842659911470196e-01,1.545685356548051281e+00,-3.621214327013885015e+00
3.602401601067378167e-01,2.179387531162181313e-01,5.036441325944194247e-01,1.385634555710484883e-01,1.567340180659970272e+00,1.620925831164935493e-01,-3.060800614801404862e+00,-4.925767842461312718e-01,-1.012130095476399427e+00,-1.228757366326322487e+00,-3.734016375711979308e-02,-1.945153771778996177e+00,-2.529353917084892878e+00,-1.651137914330779166e-01,-9.883072856238694914e-01,-3.577492339235315288e-01,-7.701323659232770513e-01,1.619276614120766844e+00,-3.568251478221340367e+00
3.669112741827885160e-01,2.146488767697634081e-01,4.968704608619682328e-01,1.303585859199137553e-01,1.567074022253108101e+00,1.491528145705808828e-01,-3.077753223361209489e+00,-4.937531224327962320e-01,-1.018563355208609966e+00,-1.231021817091306092e+00,-4.244232582423168587e-02,-1.934107747216991413e+00,-2.552977760917826799e+00,-1.875787695910792197e-01,-9.403382947853436979e-01,-3.211096374333828884e-01,-7.595186967449654158e-01,1.692209450539120752e+00,-3.513956646060331757e+00
3.735823882588392153e-01,2.113506519027349428e-01,4.900549415265710862e-01,1.221394261866214914e-01,1.566774061900905179e+00,1.362883531663731662e-01,-3.094862211353036408e+00,-4.950798384387270490e-01,-1.024675710136572881e+00,-1.233041381544943249e+00,-4.747413844206838096e-02,-1.922577454172361699e+00,-2.576235013255011808e+00,-2.101945977627140416e-01,-8.921024507091068756e-01,-2.843338614707562884e-01,-7.490412596629039133e-01,1.764455620796297364e+00,-3.458350902053967779e+00
